HDBID,Database Item URL,Collectible URL,Image URL,Name,Sale Title,Series,Brand,Exclusive To,UPC,Release Date,Production Status,Scale,Reference Number,Estimated Value,Item Condition,Condition Notes,Grading Company,Grade,Grade Authenticity Number,More Details,Quantity,HDBC Number,Storage Location,Paused,Final Price,Put on Sale Date,Selling Format,List Name,List Id,Private Notes,Description,Date Added To Collectible,Date Purchased,Packaging Condition,Privacy,Price Paid,Acquired From
507764,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/507764"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364583"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/737260/Toucan_%255BSummer_Convention%255D_Vinyl_Art_Toys_a0ed133e-9f00-492d-b299-f81feb7c8fb4.jpg,Toucan [Summer Convention],Toucan [Summer Convention],"Pop! Vinyl, Pop! Ad Icons",Funko,Funko Shop,0889698415156,2019/7,Exclusive,"3.75""",53,12.0,Mint,,,,,,1,HDBC70364583,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
702882,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702882"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364600"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/992100/Capwolf_Vinyl_Art_Toys_d1acc2bd-8a9b-4c31-b21c-12c45dba8e73.png,Capwolf,Capwolf,"Amazon, Pop! Vinyl, Pop! Marvel, FunKon 2021",Funko,Amazon,889698555067,2021/8,"Exclusive, Limited Edition","3.75""",882,12.0,Mint,,,,,,1,HDBC70364600,,,,,,Marvel,2108439,,,2026-06-19,,Mint,Public,,
733552,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/733552"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364565"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1074870/Toucan_%2528Tiki%2529_%255BSDCC%255D_Vinyl_Art_Toys_3a300749-c2f2-46c3-811b-d5b15139171d.png,Toucan,Toucan,"Pop! Vinyl, Pop! Ad Icons",Funko,,889698559256,2021/11/26,Exclusive,"3.75""",125,23.0,Mint,,,,,,1,HDBC70364565,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
689654,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/689654"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364605"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/969568/Red_Hulk_Art_Toys_43b59e7c-8588-4c01-af52-da231dedfc44.JPG,Red Hulk,Red Hulk,"Pop! Vinyl, Pop! Marvel",Funko,Hot Topic,889698550840,2021/5,Exclusive,,854,12.0,Mint,,,,,,1,HDBC70364605,,,,,,Marvel,2108439,,,2026-06-19,,Mint,Public,,
690398,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/690398"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364591"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/972492/Iron_Man_Vinyl_Art_Toys_cbeb5ab0-4e4d-4a75-97e3-1aea5235ebbc.png,Iron Man,Iron Man,"Pop! Vinyl, Pop! Marvel",Funko,,889698475556,2021,Exclusive,,616,25.0,Mint,,,,,,2,HDBC70364591,,,,,,Marvel,2108439,,,2026-06-19,,Mint,Public,,
650315,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/650315"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/41675784"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1032329/Otto_Vinyl_Art_Toys_b12e46cf-5b10-4f65-8dff-d35e3740600e.jpg,Otto Mann,,"Pop! Television, Pop! Vinyl",Funko,Target,889698546140,2021,Exclusive,,907,17.0,Mint,,,,,,1,HDBC41675784,,,,,,,,,,2021-04-19,,Mint,Public,,
650319,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/650319"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/41675779"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/907271/Bullseye_%2528Target_Con%2529_Art_Toys_33ed2a3e-8527-44be-9fc3-b5e448bd27a5.JPG,Bullseye (Target Con),,"Pop! Vinyl, Pop! Ad Icons",Funko,Target,889698545426,2021,Exclusive,,118,25.0,Mint,,,,,,1,HDBC41675779,,,,,,,,,,2021-04-19,,Mint,Public,,
690397,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/690397"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364586"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/972487/Spider-Man_Vinyl_Art_Toys_8aca87c6-b242-4884-b27e-2e0a17baa9f1.png,Spider-Man,Spider-Man,"Pop! Vinyl, Pop! Marvel, Disney Parks",Funko,,889698475396,2021/6,Exclusive,,617,65.0,Mint,,,,,,2,HDBC70364586,,,,,,Marvel,2108439,,,2026-06-19,,Mint,Public,,
701079,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/701079"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364593"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/987621/Kid_Loki_%2528Metallic%2529_Vinyl_Art_Toys_71f224b3-ca14-44b6-ab10-2d3fc41e9f3a.png,Kid Loki,Kid Loki,"Pop! Vinyl, Pop! Marvel",Funko,Funko Shop,889698572675,2021/8/30,Exclusive,"3.75""",900,7.0,Mint,,,,,,1,HDBC70364593,,,,,,Marvel,2108439,,,2026-06-19,,Mint,Public,,
718384,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/718384"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364619"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1028939/Old_Master_Q_Vinyl_Art_Toys_913f7b23-dd7b-4ab8-a6f7-673488415697.jpg,Old Master Q,Old Master Q,"Pop! Vinyl, Pop! Asia",Funko,,889698633390,2021,"Exclusive, Limited Edition","3.75""",132,38.0,Mint,,,,,,1,HDBC70364619,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
647740,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647740"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364603"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/971124/Hot_Rocks_Vinyl_Art_Toys_f0ba3e62-70e9-4cd9-bc70-bda83188054c.png,Hot Rocks,Hot Rocks,"Pop! Vinyl, Pop! Marvel",Funko,Funko Shop,889698522465,2021/6,Exclusive,,864,18.0,Mint,,,,,,1,HDBC70364603,,,,,,Marvel,2108439,,,2026-06-19,,Mint,Public,,
320303,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/320303"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364616"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1932425/Sakura_Art_Toys_583a4d32-6cbb-45fe-8fe1-7d69f7fa7784(2).png,Sakura,Sakura,"Pop! Vinyl, Pop! Asia, Poplife Exclusive",Funko,,846626009443,2014,Standard,"3.75""",10,38.0,Mint,,,,,,1,HDBC70364616,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
733243,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/733243"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364627"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1051525/Play-Doh_Pete_Vinyl_Art_Toys_9d4df354-788a-4f8d-a238-aaf661e1287e.jpg,Play-Doh Pete,Play-Doh Pete,"Pop! Vinyl, Pop! Ad Icons",Funko,Funko Festival of Fun 2021,889698586122,2021/12,"Exclusive, Limited Edition","3.75""",146,14.0,Mint,,,,,,1,HDBC70364627,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
723519,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/723519"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364621"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1028956/Big_Potato_Vinyl_Art_Toys_a90c56f2-b95d-470d-9321-9e342ea23bbc.jpg,Big Potato,Big Potato,"Pop! Vinyl, Pop! Asia",Funko,BAIT,889698633420,2021,"Exclusive, Limited Edition","3.75""",134,32.0,Mint,,,,,,1,HDBC70364621,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
688559,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/688559"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364634"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/967128/Horde_Trooper_Art_Toys_5a8e62ff-62ce-46f7-92a7-b4aa5100cd31.JPG,Horde Trooper,Horde Trooper,"Pop! Vinyl, Pop! Retro Toys",Funko,,889698562058,,Standard,,87,12.0,Mint,,,,,,1,HDBC70364634,,,,,,,,,,2026-06-19,,Mint,Public,,
723518,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/723518"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364629"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1512750/Old_Master_Q_%2528Chase%2529_Vinyl_Art_Toys_b45f33e4-941c-4fee-86e6-53e1dbd53361.png,Old Master Q (Chase),Old Master Q (Chase),"Pop! Vinyl, Pop! Asia",Funko,,889698633406,2021,Chase,"3.75""",133,55.0,Mint,,,,,,1,HDBC70364629,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
707766,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/707766"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364631"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/998648/Pop_Ranger_Vinyl_Art_Toys_b1cf774f-2bf8-487a-8773-a5f523a7b1fd.png,Pop Ranger,Pop Ranger,"Pop! Vinyl, Pop! Originals",Funko,"Funko Shop, Fundays: 2021 ‘FunKon Games’ & Box of Fun",889698494069,2021/7,"Exclusive, Limited Edition","3.75""",SE,17.0,Mint,,,,,,1,HDBC70364631,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
607925,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/607925"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364642"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/830626/n_%2528Astronaut%2529_%2528White%2529_%255BSummer_Convention%255D_Art_Toys_56a054c6-8d7c-469a-8fce-2f6321cfce30.JPG,Toucan (Astronaut) (White) [Summer Convention],Toucan (Astronaut) (White) [Summer Convention],"San Diego Comic-Con, Pop! Vinyl, Pop! Ad Icons, Funko Shop",Funko,Funko Shop,0889698494434,2020/7/24,Exclusive,"3.75""",103,11.0,Mint,,,,,,1,HDBC70364642,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
707760,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/707760"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364515"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1045351/Torchy_Vinyl_Art_Toys_8e9eedfa-630b-4100-9de7-aa3097bcb0e3.png,Torchy,Torchy,"Pop! Vinyl, Pop! Originals",Funko,,889698494410,2021/7,"Limited Edition, Set Exclusive",,,11.0,Mint,,,,,,2,HDBC70364515,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
650319,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/650319"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364524"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/907271/Bullseye_%2528Target_Con%2529_Art_Toys_33ed2a3e-8527-44be-9fc3-b5e448bd27a5.JPG,Bullseye (Target Con),Bullseye (Target Con),"Pop! Vinyl, Pop! Ad Icons",Funko,Target,889698545426,2021,Exclusive,,118,25.0,Mint,,,,,,2,HDBC70364524,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
731533,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/731533"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364559"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1046530/Toucan_%2528Tikki%2529_Vinyl_Art_Toys_18f917d7-73b3-4427-b637-5a142539ce70.png,Toucan,Toucan,"Pop! Vinyl, Pop! Ad Icons",Funko,Funko Shop,889698559256,2021/11/26,Exclusive,"3.75""",125,19.0,Mint,,,,,,2,HDBC70364559,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
731531,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/731531"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364534"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1046525/Toucan_%2528Metallic_Robot%2529_%2528Blue%2529__Vinyl_Art_Toys_10338066-c980-4a79-87a5-69b981bf334b.png,Toucan,Toucan,"Pop! Vinyl, Pop! Ad Icons",Funko,Funko Shop,889698559249,2021/11/26,Exclusive,"3.75""",126,21.0,Mint,,,,,,3,HDBC70364534,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
731775,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/731775"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70364540"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1074869/Toucan_%2528Metallic_Robot%2529_%2528Blue%2529_%255BSDCC%255D_Vinyl_Art_Toys_09cca6b3-420c-4617-9385-44b6fbebb41e.jpg,Toucan (Metallic Robot),Toucan (Metallic Robot),"Pop! Vinyl, Pop! Ad Icons",Funko,,889698559249,2021/11/26,Exclusive,"3.75""",126,21.0,Mint,,,,,,1,HDBC70364540,,,,,,Ad icons,2433067,,,2026-06-19,,Mint,Public,,
691078,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/691078"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468706"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1382830/Luke_Skywalker_Vinyl_Art_Toys_d6ff7a2e-69f0-41b5-95cb-67c3d1249088.png,Luke Skywalker,Luke Skywalker,"Pop! Vinyl, Pop! Star Wars, Star Wars: Retro Series",Funko,Target,889698579339,2021/8,Exclusive,"3.75""",453,10.0,Mint,,,,,,2,HDBC64468706,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647766,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647766"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480355"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/900227/Miles_Morales_%2528Winter_Suit%2529_Vinyl_Art_Toys_325b6857-9a4a-4103-a37d-371711c95efa.jpg,Miles Morales (Winter Suit),Miles Morales (Winter Suit),"Pop! Vinyl, Pop! Marvel",Funko,Hot Topic,889698542913,2021/2,Exclusive,,774,20.0,Mint,,,,,,2,HDBC64480355,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
701350,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/701350"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64482514"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/989633/T%2527Challa_Star-Lord_%2528Metallic%2529_Vinyl_Art_Toys_5417dafb-c838-41b3-a643-32fa14ee1a9a.png,T'Challa Star-Lord,T'Challa Star-Lord,"Pop! Vinyl, Pop! Marvel",Funko,,889698567886,2021/9,Standard,"3.75""",871,12.0,Mint,,,,,,1,HDBC64482514,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
647810,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647810"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64483619"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/921653/Construction_Worker_Deadpool_Vinyl_Art_Toys_eece548b-5bc6-4d2a-90d5-d6a2944aca86.png,Construction Worker Deadpool [Walmart],Construction Worker Deadpool [Walmart],"Walmart, Pop! Vinyl, Pop! Marvel",Funko,Walmart,889698546881,2021,Exclusive,,781,10.0,Mint,,,,,,1,HDBC64483619,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
647813,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647813"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64483546"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/900297/Sherlock_Deadpool_Vinyl_Art_Toys_0e1b42a8-2df6-42f7-8d53-b5a55de41958.jpg,Sherlock Deadpool,Sherlock Deadpool,"Pop! Vinyl, Pop! Marvel, GameStop",Funko,GameStop,889698546911,2021,Exclusive,,784,14.0,Mint,,,,,,2,HDBC64483546,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
323478,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/323478"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377811"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/463405/Sakura_Vinyl_Art_Toys_e4e3bc4d-dd19-4b31-9c47-d47b9c7e38b1.jpeg,Sakura,Sakura,"Pop! Animation, Pop! Vinyl",Funko,,889698124515,2017,Standard,,183,15.0,Mint,,,,,,1,HDBC70377811,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
720636,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/720636"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377881"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1024559/Asuma_Art_Toys_bc95052c-9baf-4f77-8a68-db469718650c.JPG,Asuma,Asuma,"Pop! Animation, Pop! Vinyl",Funko,Hot Topic,889698550857,2021/9,Exclusive,,1023,14.0,Mint,,,,,,2,HDBC70377881,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
727124,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/727124"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/45349962"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1038115/Superman_%2528Black_and_White%2529_Vinyl_Art_Toys_6e6b47ef-0da5-49b9-8e10-3338ff45e75d.jpg,Superman,,"Pop! Heroes, Pop! Vinyl, Imperial Palace Series",Funko,,889698643566,2021/9,"Exclusive, Limited Edition","3.75""",402,24.0,Mint,,,,,,1,HDBC45349962,,,,,,,,,,2021-12-08,,Mint,Public,,
682388,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/682388"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377823"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1166490/Naruto_Uzumaki_%2528Sixth_Path_Sage%2529_%2528Glow_in_the_Dark%2529_Vinyl_Art_Toys_32b9b32e-d96d-419e-b6e8-3cf57c29e048.png,Naruto Uzumaki (Sixth Path Sage) (Glow in the Dark),Naruto Uzumaki (Sixth Path Sage) (Glow in the Dark),"Pop! Animation, Pop! Vinyl, Silver & Red Special Edition Sticker",Funko,,889698368162,2021,Exclusive,,932,21.0,Mint,,,,,,3,HDBC70377823,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
532294,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/532294"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377846"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/768625/Naruto_%2528Hokage%2529_%2528Glow_in_the_Dark%2529_Vinyl_Art_Toys_c2d610f1-c2fa-4e5e-b83c-5e6ff28b0052.jpg,Naruto (Hokage),Naruto (Hokage),"Pop! Animation, Pop! Vinyl",Funko,,889698470971,2020,"Chase, Exclusive","3.75""",724,60.0,Mint,,,,,,1,HDBC70377846,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
690236,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/690236"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480323"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1069563/WWII_Ultimates_Captain_America_Vinyl_Art_Toys_64bd57fd-03e4-4030-96e6-8b5b67531ade.jpeg,WWII Ultimates Captain America,WWII Ultimates Captain America,"Pop! Vinyl, Pop! Marvel",Funko,,889698559386,2021/5,Exclusive,"3.75""",821,40.0,Mint,,,,,,1,HDBC64480323,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
684968,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/684968"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377809"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/961602/Pain_%2528Almighty_Push%2529_Vinyl_Art_Toys_85a2fb33-0cbe-41e1-bfb7-e11d41a244fa.png,Pain (Almighty Push),Pain (Almighty Push),"Pop! Animation, Pop! Vinyl",Funko,Chalice Collectibles,889698496827,2021,Exclusive,"3.75""",944,29.0,Mint,,,,,,1,HDBC70377809,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
597096,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/597096"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377786"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1472920/Gaara_Vinyl_Art_Toys_b1d60e77-eabb-43c7-a815-8838e34b7240.png,Gaara,Gaara,"Pop! Animation, Pop! Vinyl",Funko,Hot Topic,889698488396,2020/9,Exclusive,"3.75""",728,15.0,Mint,,,,,,2,HDBC70377786,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
647842,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647842"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377792"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1123339/Shikamaru_Nara_Vinyl_Art_Toys_bebba018-fa79-4248-b0b4-9b87ca54862a.png,Shikamaru Nara,Shikamaru Nara,"Pop! Animation, Pop! Vinyl",Funko,,889698498050,2021,Standard,,933,12.0,Mint,,,,,,1,HDBC70377792,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
489129,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/489129"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377813"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/703329/Kakashi_%2528Lightning_Blade%2529_Vinyl_Art_Toys_e12c3185-cced-4d43-b495-6322127d627e.jpg,Kakashi (Lightning Blade),Kakashi (Lightning Blade),"Pop! Animation, Hot Topic, Pop! Vinyl",Funko,Hot Topic,889698389822,2019/1,Exclusive,"3.75""",548,14.0,Mint,,,,,,2,HDBC70377813,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
532291,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/532291"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377827"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/3473557/Mitsuki_%2528Sage_Mode%2529_Art_Toys_b92953f7-2693-4fe0-921b-70c6113c3ee1(2).png,Mitsuki (Sage Mode),Mitsuki (Sage Mode),"Pop! Animation, Pop! Vinyl",Funko,Hot Topic,889698460798,2020,Exclusive,"3.75""",699,12.0,Mint,,,,,,2,HDBC70377827,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
322208,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/322208"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377801"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/462134/Naruto_Vinyl_Art_Toys_c5cdf6df-2e64-476b-a1c2-300358a00dfd.jpeg,Naruto,Naruto,"Pop! Animation, Pop! Vinyl",Funko,,849803063665,2015,Standard,,71,25.0,Mint,,,,,,1,HDBC70377801,,,,,,Naruto,2433892,,,2026-06-21,,Good,Public,,
589081,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/589081"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377798"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/821021/Rock_Lee_Art_Toys_5ce8d428-6891-442d-82b4-8235b56e3288.JPG,Rock Lee,Rock Lee,"Pop! Animation, Hot Topic, Pop! Vinyl",Funko,Hot Topic,889698475785,2020/9,Exclusive,"3.75""",739,13.0,Mint,,,,,,2,HDBC70377798,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
323476,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/323476"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70377814"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/463403/Naruto_%2528Rasengan%2529_Vinyl_Art_Toys_c88a073a-7db3-44ab-aba0-60ca231c6ab0.jpeg,Naruto (Rasengan),Naruto (Rasengan),"Pop! Animation, Pop! Vinyl",Funko,,889698129978,2017,Standard,"3.75""",181,12.0,Mint,,,,,,1,HDBC70377814,,,,,,Naruto,2433892,,,2026-06-21,,Mint,Public,,
